gender,race/ethnicity,parental level of education,lunch,age,country_region,years_in_us,family_income_usd,financial_support,work_hours_per_week,scholarship_status,housing_type,study_hours_per_week,attendance_percentage,sleep_hours_per_day,screen_time_hours,campus_activity_participation,library_usage_hours,stress_level,homesickness_level,academic_pressure,social_support_score,visa_type,work_restriction_impact,prev_sem_gpa,english_proficiency_score,semester_gpa
female,group D,high school,standard,25.0,South Korea,2.0,61855.0,Loan,15.0,No,Off-campus,24.0,64.0,6.4,9.2,1.0,3.6,1.0,6.0,8.0,5.0,F1,6.0,3.83,108.8,2.59
male,group D,master's degree,standard,25.0,UK,1.0,101557.0,Family,28.0,Yes,With relatives,29.0,70.0,7.5,6.5,1.0,2.5,7.0,3.0,10.0,9.0,F1,7.0,2.93,91.2,2.53
male,group E,some high school,free/reduced,19.0,China,1.0,26416.0,Family,4.0,No,Off-campus,19.0,67.0,8.3,8.9,1.0,11.6,6.0,1.0,5.0,3.0,F1,6.0,2.21,108.6,2.34
female,group D,some college,standard,23.0,China,4.0,92516.0,Scholarship,16.0,No,With relatives,33.0,68.0,5.8,8.7,2.0,1.9,8.0,8.0,4.0,2.0,F1,1.0,2.92,102.2,2.22
male,group E,some college,standard,24.0,Germany,0.0,75915.0,Family,9.0,No,Off-campus,12.0,67.0,5.3,8.7,2.0,6.8,7.0,4.0,5.0,6.0,F1,4.0,2.75,84.4,2.17
male,group C,associate's degree,standard,19.0,Nigeria,2.0,38058.0,Self-funded,27.0,No,Off-campus,37.0,60.0,8.7,7.6,2.0,7.6,4.0,10.0,10.0,7.0,F1,6.0,3.16,117.3,2.45
female,group C,some high school,standard,28.0,India,4.0,96637.0,Self-funded,20.0,No,Off-campus,26.0,74.0,7.6,4.3,2.0,10.3,3.0,8.0,6.0,5.0,J1,8.0,2.88,98.1,2.47
male,group A,high school,free/reduced,27.0,China,2.0,60718.0,Loan,17.0,Yes,Off-campus,9.0,60.0,5.1,4.7,1.0,9.5,3.0,10.0,7.0,1.0,F1,10.0,2.03,109.4,1.57
female,group B,high school,free/reduced,19.0,Germany,0.0,52602.0,Self-funded,6.0,No,With relatives,22.0,67.0,6.2,4.5,4.0,12.2,4.0,4.0,9.0,3.0,F1,4.0,3.99,100.0,2.45
female,group C,associate's degree,standard,27.0,Germany,0.0,94658.0,Scholarship,2.0,Yes,With relatives,34.0,89.0,8.0,2.2,4.0,0.7,9.0,4.0,1.0,3.0,F1,7.0,3.09,104.2,2.78
male,group B,some high school,standard,18.0,South Korea,4.0,98112.0,Loan,12.0,Yes,Off-campus,35.0,63.0,6.7,6.7,2.0,4.4,9.0,10.0,4.0,4.0,Other,3.0,2.95,92.1,2.23
male,group D,some high school,standard,25.0,UK,0.0,78067.0,Self-funded,14.0,No,Off-campus,14.0,60.0,7.2,7.6,3.0,4.2,2.0,4.0,9.0,10.0,F1,8.0,3.91,88.0,2.67
female,group C,some high school,standard,18.0,Nigeria,3.0,47516.0,Scholarship,19.0,No,With relatives,19.0,60.0,7.8,8.8,0.0,2.2,5.0,6.0,5.0,6.0,F1,1.0,2.31,101.7,2.25
male,group A,some college,standard,26.0,India,1.0,149295.0,Self-funded,18.0,No,Off-campus,22.0,60.0,7.1,3.1,3.0,4.3,1.0,9.0,8.0,5.0,J1,4.0,2.38,97.6,2.16
female,group A,some college,free/reduced,28.0,Other,4.0,107969.0,Self-funded,2.0,Yes,Off-campus,27.0,65.0,6.7,6.4,3.0,4.6,4.0,5.0,1.0,1.0,F1,8.0,3.62,95.6,2.66
female,group D,high school,standard,23.0,Brazil,2.0,21089.0,Family,3.0,No,Off-campus,37.0,99.0,7.7,2.1,3.0,7.8,2.0,10.0,4.0,6.0,F1,10.0,2.52,106.9,2.8
female,group C,high school,standard,24.0,UK,3.0,57346.0,Self-funded,4.0,Yes,On-campus,20.0,60.0,7.6,2.8,4.0,10.0,8.0,8.0,9.0,9.0,F1,4.0,3.6,107.6,2.28
female,group C,some high school,standard,27.0,UK,4.0,94663.0,Self-funded,0.0,No,Off-campus,39.0,73.0,7.1,2.4,0.0,5.7,4.0,8.0,1.0,1.0,J1,2.0,2.54,81.8,2.57
male,group B,associate's degree,standard,24.0,South Korea,0.0,30487.0,Scholarship,3.0,Yes,On-campus,38.0,65.0,5.8,7.8,3.0,10.8,5.0,4.0,1.0,8.0,F1,2.0,2.07,93.5,2.75
female,group B,associate's degree,standard,27.0,Other,0.0,20155.0,Scholarship,11.0,No,Off-campus,32.0,80.0,6.0,2.6,2.0,5.0,4.0,10.0,4.0,8.0,F1,4.0,3.03,96.5,2.63
female,group D,high school,free/reduced,20.0,China,0.0,143950.0,Family,27.0,No,With relatives,6.0,60.0,8.9,7.7,4.0,4.4,5.0,9.0,3.0,3.0,J1,4.0,2.39,83.9,1.96
male,group D,associate's degree,standard,19.0,China,0.0,87494.0,Self-funded,26.0,No,On-campus,34.0,84.0,4.6,4.0,2.0,8.1,5.0,9.0,7.0,9.0,F1,2.0,3.52,89.4,2.64
female,group D,master's degree,standard,26.0,South Korea,2.0,96229.0,Family,23.0,No,On-campus,17.0,71.0,5.3,9.0,2.0,0.4,5.0,5.0,3.0,8.0,F1,7.0,3.28,82.1,2.57
male,group E,some college,standard,25.0,Germany,3.0,124648.0,Self-funded,9.0,No,Off-campus,20.0,83.0,6.5,8.5,3.0,1.2,3.0,6.0,1.0,3.0,J1,6.0,3.85,119.8,2.78
male,group D,associate's degree,standard,29.0,China,1.0,58547.0,Loan,22.0,No,Off-campus,9.0,66.0,8.2,9.7,2.0,6.3,7.0,5.0,10.0,10.0,F1,3.0,3.57,109.5,2.33
male,group B,some high school,standard,27.0,Nigeria,2.0,48795.0,Loan,24.0,Yes,On-campus,32.0,67.0,4.8,9.1,0.0,14.1,3.0,3.0,2.0,5.0,F1,8.0,2.36,83.5,2.65
female,group C,bachelor's degree,free/reduced,24.0,India,2.0,75296.0,Family,20.0,Yes,With relatives,24.0,72.0,5.4,9.5,2.0,10.8,2.0,8.0,10.0,3.0,F1,8.0,3.6,80.8,2.27
male,group E,high school,standard,26.0,UK,1.0,41447.0,Family,28.0,No,With relatives,28.0,73.0,4.3,8.9,3.0,1.3,3.0,9.0,4.0,5.0,J1,1.0,3.28,108.8,2.47
male,group C,bachelor's degree,standard,21.0,UK,1.0,56598.0,Family,25.0,No,Off-campus,31.0,74.0,7.5,7.5,2.0,12.7,3.0,4.0,1.0,9.0,F1,3.0,3.34,97.6,3.15
male,group C,associate's degree,standard,21.0,Nigeria,0.0,61814.0,Scholarship,19.0,No,With relatives,34.0,73.0,5.2,3.4,4.0,11.0,8.0,9.0,1.0,4.0,F1,5.0,3.66,111.5,2.55
male,group D,some college,standard,18.0,Other,2.0,110751.0,Scholarship,23.0,Yes,With relatives,31.0,60.0,5.9,4.2,4.0,9.2,4.0,9.0,8.0,6.0,J1,2.0,3.15,116.9,2.32
male,group E,high school,free/reduced,25.0,China,4.0,145118.0,Scholarship,24.0,No,Off-campus,30.0,60.0,6.2,3.7,4.0,12.3,3.0,7.0,7.0,3.0,F1,5.0,2.93,104.0,2.31
female,group C,associate's degree,free/reduced,29.0,UK,1.0,95330.0,Family,12.0,No,With relatives,11.0,93.0,8.5,6.8,1.0,6.1,10.0,8.0,8.0,3.0,F1,10.0,3.27,87.5,2.03
female,group D,high school,standard,20.0,Brazil,1.0,141347.0,Self-funded,22.0,No,Off-campus,9.0,60.0,6.1,6.0,4.0,3.3,5.0,3.0,4.0,5.0,Other,3.0,2.6,111.3,2.21
female,group D,master's degree,free/reduced,24.0,Other,3.0,118745.0,Loan,13.0,No,On-campus,27.0,60.0,4.7,8.9,4.0,7.7,4.0,5.0,6.0,8.0,F1,9.0,2.37,118.2,2.37
female,group A,some high school,standard,29.0,India,4.0,107960.0,Family,22.0,No,Off-campus,32.0,85.0,6.6,9.6,1.0,8.2,9.0,3.0,3.0,8.0,Other,1.0,3.23,103.2,2.85
male,group B,some college,free/reduced,19.0,India,4.0,83278.0,Scholarship,4.0,Yes,On-campus,38.0,60.0,8.8,5.2,4.0,8.1,8.0,7.0,8.0,3.0,F1,4.0,2.47,107.3,2.22
female,group C,some college,free/reduced,19.0,UK,1.0,75077.0,Scholarship,3.0,No,On-campus,19.0,67.0,7.0,6.1,3.0,8.5,7.0,6.0,4.0,8.0,F1,10.0,2.16,93.5,2.27
male,group C,bachelor's degree,standard,24.0,South Korea,0.0,132782.0,Family,13.0,No,With relatives,36.0,83.0,8.9,9.8,4.0,14.2,8.0,3.0,3.0,8.0,F1,6.0,2.0,95.3,2.79
male,group C,some high school,free/reduced,23.0,Other,3.0,142046.0,Family,9.0,No,With relatives,30.0,71.0,8.2,4.2,4.0,13.5,5.0,9.0,4.0,3.0,F1,9.0,3.22,109.4,2.48
male,group A,some high school,free/reduced,20.0,UK,4.0,122932.0,Scholarship,16.0,Yes,With relatives,35.0,60.0,4.2,8.3,1.0,13.1,4.0,1.0,6.0,10.0,F1,3.0,2.72,117.1,2.78
male,group C,some high school,free/reduced,26.0,South Korea,1.0,91906.0,Self-funded,9.0,Yes,Off-campus,23.0,63.0,7.3,3.8,3.0,12.0,7.0,10.0,7.0,10.0,F1,3.0,3.5,105.2,2.39
male,group C,associate's degree,free/reduced,27.0,UK,4.0,29528.0,Scholarship,25.0,No,With relatives,13.0,66.0,5.4,7.5,2.0,14.2,1.0,3.0,7.0,2.0,J1,5.0,2.75,111.6,2.22
female,group C,high school,standard,23.0,Brazil,3.0,113812.0,Scholarship,6.0,No,On-campus,33.0,72.0,6.8,4.0,0.0,1.5,6.0,10.0,4.0,10.0,F1,7.0,2.97,86.9,2.62
male,group C,high school,standard,27.0,Other,3.0,70100.0,Family,15.0,No,With relatives,8.0,60.0,5.4,9.1,3.0,4.0,8.0,7.0,8.0,2.0,F1,5.0,2.81,88.5,1.64
female,group A,some high school,free/reduced,27.0,Germany,2.0,129869.0,Self-funded,0.0,No,With relatives,7.0,60.0,5.7,6.5,2.0,7.4,7.0,3.0,7.0,9.0,F1,8.0,3.3,101.3,2.26
male,group C,some high school,standard,23.0,India,1.0,28179.0,Scholarship,16.0,No,Off-campus,33.0,66.0,8.6,3.5,3.0,12.7,2.0,3.0,2.0,7.0,F1,5.0,2.71,87.1,3.02
male,group C,some college,free/reduced,18.0,UK,3.0,68781.0,Scholarship,20.0,Yes,Off-campus,15.0,60.0,5.0,3.8,2.0,7.6,7.0,2.0,8.0,6.0,F1,7.0,3.93,105.4,2.35
male,group D,associate's degree,standard,21.0,Brazil,2.0,75267.0,Loan,28.0,No,On-campus,37.0,68.0,8.4,6.0,2.0,11.2,6.0,9.0,9.0,7.0,F1,6.0,3.87,91.7,2.63
male,group D,associate's degree,free/reduced,27.0,South Korea,2.0,102379.0,Family,8.0,No,Off-campus,15.0,66.0,4.2,9.7,3.0,2.1,5.0,4.0,5.0,8.0,F1,10.0,3.7,111.7,2.51
male,group C,high school,standard,23.0,South Korea,4.0,43952.0,Loan,5.0,No,With relatives,31.0,60.0,4.5,8.2,1.0,3.8,4.0,10.0,4.0,1.0,F1,2.0,3.84,112.3,2.31
male,group D,some high school,standard,23.0,India,4.0,73798.0,Loan,18.0,No,Off-campus,37.0,88.0,8.3,5.9,3.0,11.0,1.0,6.0,4.0,8.0,F1,3.0,2.9,98.6,3.11
female,group C,some college,standard,28.0,Nigeria,2.0,118696.0,Scholarship,12.0,No,On-campus,25.0,81.0,7.2,4.7,3.0,2.5,2.0,2.0,4.0,3.0,F1,4.0,3.07,87.2,2.8
female,group D,high school,standard,29.0,UK,4.0,130434.0,Family,2.0,No,With relatives,35.0,81.0,7.7,6.4,2.0,5.3,7.0,9.0,6.0,3.0,F1,5.0,3.48,105.9,2.49
female,group A,some high school,free/reduced,22.0,Other,3.0,70939.0,Self-funded,6.0,No,On-campus,6.0,73.0,5.0,8.0,0.0,4.0,10.0,7.0,4.0,6.0,J1,9.0,3.39,119.7,2.03
female,group B,associate's degree,standard,18.0,China,0.0,49516.0,Scholarship,21.0,Yes,Off-campus,31.0,83.0,6.7,8.3,2.0,5.2,3.0,10.0,7.0,4.0,F1,6.0,3.78,104.9,2.58
male,group A,some high school,free/reduced,25.0,South Korea,3.0,76526.0,Self-funded,8.0,Yes,Off-campus,15.0,82.0,7.7,4.6,4.0,10.6,5.0,5.0,7.0,4.0,F1,1.0,3.43,81.4,2.43
female,group C,some high school,standard,22.0,Other,2.0,30449.0,Self-funded,21.0,No,On-campus,22.0,74.0,7.1,7.8,3.0,5.5,8.0,7.0,5.0,4.0,F1,3.0,4.0,80.7,2.45
male,group D,some college,free/reduced,29.0,Other,2.0,70290.0,Family,4.0,Yes,With relatives,5.0,66.0,6.4,7.3,3.0,8.3,8.0,4.0,5.0,10.0,F1,7.0,2.7,92.8,2.22
male,group C,high school,standard,29.0,Germany,3.0,146688.0,Loan,9.0,Yes,Off-campus,39.0,81.0,8.8,9.7,1.0,1.5,6.0,10.0,10.0,9.0,F1,8.0,3.67,87.8,2.72
male,group B,high school,standard,29.0,Other,4.0,106661.0,Family,22.0,No,Off-campus,39.0,60.0,7.4,9.4,2.0,12.1,5.0,7.0,8.0,8.0,Other,7.0,3.4,112.5,2.67
male,group B,associate's degree,standard,22.0,Other,4.0,92954.0,Self-funded,16.0,No,With relatives,35.0,73.0,8.5,8.3,1.0,5.5,2.0,2.0,7.0,3.0,F1,5.0,3.38,113.8,2.9
female,group C,some college,free/reduced,24.0,Germany,2.0,42746.0,Scholarship,11.0,No,Off-campus,32.0,85.0,7.6,7.8,3.0,9.7,9.0,7.0,7.0,1.0,F1,10.0,2.65,90.3,2.18
female,group E,some college,standard,21.0,South Korea,1.0,87990.0,Self-funded,22.0,Yes,On-campus,5.0,92.0,7.7,4.2,2.0,10.9,1.0,4.0,6.0,1.0,F1,8.0,3.57,93.0,2.48
female,group C,associate's degree,free/reduced,23.0,Other,4.0,78810.0,Scholarship,15.0,Yes,Off-campus,29.0,77.0,4.4,8.8,2.0,3.1,2.0,4.0,7.0,1.0,F1,9.0,3.8,89.4,2.57
male,group C,some college,free/reduced,21.0,Nigeria,3.0,138362.0,Scholarship,2.0,Yes,Off-campus,24.0,60.0,5.8,5.4,4.0,13.3,1.0,1.0,7.0,4.0,J1,7.0,2.44,116.3,2.47
female,group C,associate's degree,free/reduced,20.0,Nigeria,4.0,103297.0,Family,29.0,Yes,With relatives,7.0,61.0,8.3,4.2,4.0,9.2,4.0,3.0,10.0,6.0,F1,9.0,3.25,100.1,2.25
male,group C,bachelor's degree,free/reduced,24.0,Brazil,3.0,35223.0,Self-funded,24.0,No,On-campus,6.0,60.0,5.2,5.1,0.0,6.4,4.0,5.0,2.0,4.0,F1,1.0,2.78,106.2,2.16
female,group D,bachelor's degree,standard,25.0,Germany,2.0,92237.0,Loan,21.0,Yes,With relatives,22.0,89.0,4.6,8.7,4.0,2.7,5.0,5.0,10.0,3.0,F1,9.0,3.98,96.6,2.38
male,group D,associate's degree,free/reduced,21.0,Brazil,4.0,22597.0,Self-funded,8.0,No,Off-campus,14.0,60.0,5.6,3.2,2.0,14.1,5.0,2.0,2.0,8.0,F1,3.0,2.96,105.2,2.57
female,group E,bachelor's degree,standard,19.0,Germany,3.0,85677.0,Self-funded,28.0,Yes,Off-campus,9.0,100.0,5.1,5.6,4.0,11.3,8.0,4.0,10.0,8.0,F1,6.0,2.46,95.4,2.09
male,group B,high school,standard,29.0,UK,2.0,22659.0,Loan,14.0,No,With relatives,13.0,65.0,8.6,5.9,0.0,3.1,3.0,1.0,7.0,6.0,J1,8.0,2.76,93.6,2.52
male,group C,bachelor's degree,free/reduced,27.0,UK,1.0,106516.0,Family,4.0,No,With relatives,6.0,60.0,8.3,2.3,3.0,5.1,6.0,9.0,10.0,9.0,F1,3.0,3.31,105.4,2.04
male,group B,some college,free/reduced,20.0,Other,3.0,94567.0,Self-funded,22.0,No,With relatives,38.0,60.0,6.5,3.6,4.0,12.1,3.0,1.0,7.0,10.0,F1,4.0,2.15,103.6,2.81
female,group E,some college,standard,18.0,China,1.0,35037.0,Self-funded,12.0,No,On-campus,35.0,70.0,4.3,8.6,2.0,10.4,2.0,6.0,7.0,1.0,F1,7.0,3.21,91.7,2.42
female,group C,some college,free/reduced,25.0,UK,1.0,146498.0,Scholarship,13.0,No,Off-campus,14.0,90.0,7.6,8.6,3.0,11.5,8.0,7.0,5.0,8.0,F1,7.0,3.86,86.0,2.58
male,group A,bachelor's degree,standard,20.0,China,0.0,66738.0,Self-funded,19.0,Yes,With relatives,16.0,60.0,7.1,4.3,2.0,6.6,1.0,3.0,1.0,6.0,F1,4.0,3.7,94.7,2.9
female,group C,some college,standard,29.0,UK,4.0,123965.0,Loan,14.0,No,Off-campus,25.0,87.0,8.9,9.0,3.0,10.7,9.0,1.0,2.0,1.0,F1,9.0,2.14,96.6,2.48
female,group D,associate's degree,free/reduced,27.0,India,3.0,91678.0,Scholarship,15.0,No,On-campus,10.0,60.0,6.8,8.2,2.0,5.8,7.0,7.0,9.0,4.0,F1,3.0,3.99,105.1,2.05
male,group A,high school,free/reduced,24.0,UK,1.0,32109.0,Family,22.0,No,On-campus,7.0,67.0,5.7,5.3,4.0,3.2,10.0,3.0,8.0,5.0,F1,8.0,3.4,116.6,2.0
female,group A,high school,free/reduced,27.0,Brazil,0.0,42010.0,Scholarship,12.0,Yes,On-campus,14.0,88.0,6.6,8.0,4.0,9.5,4.0,10.0,8.0,7.0,J1,8.0,2.32,81.4,2.1
male,group C,some college,standard,22.0,South Korea,2.0,28787.0,Loan,16.0,Yes,On-campus,9.0,74.0,8.9,9.7,0.0,14.6,3.0,6.0,10.0,8.0,F1,4.0,2.02,89.7,2.14
female,group C,associate's degree,standard,27.0,Other,3.0,128400.0,Loan,22.0,No,Off-campus,30.0,85.0,7.5,5.7,3.0,4.7,6.0,6.0,1.0,9.0,F1,7.0,2.34,87.7,2.8
female,group C,high school,standard,22.0,Brazil,1.0,28472.0,Scholarship,7.0,No,On-campus,25.0,69.0,7.4,3.9,0.0,6.9,9.0,4.0,6.0,6.0,F1,4.0,3.68,100.1,2.53
female,group C,associate's degree,standard,24.0,South Korea,4.0,135111.0,Family,20.0,No,On-campus,30.0,86.0,5.2,9.5,1.0,10.1,9.0,6.0,9.0,10.0,F1,1.0,2.04,97.2,2.25
female,group D,some high school,standard,26.0,Nigeria,0.0,43383.0,Scholarship,1.0,Yes,With relatives,30.0,67.0,7.7,6.8,4.0,8.1,4.0,10.0,8.0,9.0,F1,1.0,2.47,109.2,2.37
female,group B,associate's degree,standard,29.0,Brazil,1.0,81709.0,Family,4.0,No,On-campus,12.0,90.0,7.8,2.8,3.0,12.7,10.0,4.0,3.0,4.0,J1,1.0,3.51,89.7,2.45
female,group D,bachelor's degree,standard,22.0,Nigeria,4.0,89785.0,Scholarship,5.0,Yes,With relatives,9.0,76.0,5.6,6.6,0.0,11.4,5.0,8.0,4.0,8.0,F1,2.0,3.17,103.8,2.31
male,group E,bachelor's degree,standard,18.0,China,1.0,133253.0,Loan,11.0,Yes,On-campus,19.0,62.0,6.4,6.0,0.0,0.9,9.0,9.0,3.0,3.0,F1,6.0,3.57,115.4,2.14
male,group D,associate's degree,standard,27.0,China,3.0,54518.0,Self-funded,17.0,No,On-campus,20.0,68.0,5.5,8.8,1.0,15.0,2.0,2.0,6.0,4.0,F1,10.0,3.49,116.4,2.61
female,group D,master's degree,standard,27.0,India,3.0,73909.0,Self-funded,29.0,Yes,With relatives,5.0,64.0,5.3,6.2,0.0,11.3,2.0,7.0,9.0,10.0,F1,5.0,2.1,118.4,1.99
male,group E,associate's degree,standard,18.0,UK,3.0,38351.0,Family,21.0,Yes,On-campus,20.0,71.0,4.1,4.0,2.0,13.0,5.0,9.0,8.0,4.0,F1,2.0,3.79,110.9,2.15
male,group B,high school,standard,19.0,Brazil,0.0,89624.0,Family,21.0,No,Off-campus,7.0,71.0,5.4,7.4,4.0,9.8,1.0,9.0,10.0,6.0,J1,8.0,2.45,116.2,1.9
female,group D,associate's degree,free/reduced,23.0,Nigeria,3.0,73330.0,Family,0.0,Yes,Off-campus,35.0,60.0,6.8,6.3,0.0,12.8,8.0,5.0,4.0,9.0,F1,9.0,3.11,89.4,2.69
male,group C,some college,free/reduced,26.0,South Korea,4.0,142477.0,Loan,29.0,Yes,On-campus,17.0,68.0,4.0,3.9,0.0,1.7,5.0,1.0,2.0,6.0,F1,7.0,3.29,87.9,2.62
male,group A,high school,standard,25.0,China,1.0,35282.0,Scholarship,16.0,Yes,Off-campus,20.0,60.0,5.4,6.6,1.0,5.2,10.0,6.0,8.0,1.0,F1,9.0,2.34,80.3,1.65
female,group B,associate's degree,standard,22.0,UK,2.0,104866.0,Loan,29.0,Yes,With relatives,25.0,60.0,8.4,8.6,2.0,13.1,2.0,8.0,8.0,5.0,F1,4.0,3.95,108.3,2.58
male,group C,high school,standard,18.0,China,4.0,127945.0,Self-funded,10.0,Yes,On-campus,6.0,74.0,7.0,2.2,0.0,3.0,9.0,1.0,6.0,9.0,F1,7.0,2.98,117.5,2.36
male,group D,some college,free/reduced,24.0,South Korea,4.0,41778.0,Family,9.0,No,On-campus,31.0,60.0,7.0,7.0,4.0,1.2,2.0,2.0,8.0,5.0,J1,5.0,2.12,87.5,2.48
female,group C,associate's degree,free/reduced,22.0,UK,3.0,44264.0,Scholarship,18.0,Yes,With relatives,30.0,75.0,6.0,4.8,4.0,11.8,7.0,1.0,9.0,6.0,F1,5.0,3.87,105.5,2.7
male,group B,some high school,standard,23.0,UK,0.0,79675.0,Self-funded,13.0,Yes,With relatives,29.0,60.0,7.4,4.3,0.0,12.5,8.0,5.0,1.0,3.0,J1,3.0,3.17,109.9,2.52
male,group A,associate's degree,free/reduced,24.0,Nigeria,1.0,25075.0,Self-funded,25.0,No,With relatives,15.0,82.0,4.9,5.1,2.0,2.4,6.0,2.0,9.0,8.0,J1,9.0,3.4,117.1,2.45
female,group A,associate's degree,free/reduced,20.0,Nigeria,0.0,95948.0,Self-funded,9.0,No,On-campus,12.0,85.0,8.1,4.7,4.0,12.8,7.0,10.0,2.0,10.0,F1,10.0,3.05,105.9,2.5
female,group C,associate's degree,standard,29.0,Brazil,1.0,68454.0,Loan,14.0,No,With relatives,12.0,64.0,4.6,8.7,4.0,10.3,1.0,10.0,1.0,4.0,F1,5.0,3.67,118.8,2.38
female,group C,some college,standard,27.0,Brazil,1.0,48365.0,Family,27.0,No,With relatives,37.0,83.0,7.3,4.2,2.0,7.8,4.0,4.0,8.0,4.0,F1,6.0,2.07,93.8,2.51
female,group C,bachelor's degree,standard,20.0,Germany,0.0,92766.0,Self-funded,18.0,No,Off-campus,11.0,88.0,5.7,7.9,2.0,12.5,7.0,1.0,8.0,5.0,J1,3.0,2.54,94.0,2.21
female,group B,high school,standard,22.0,Other,4.0,68200.0,Family,3.0,No,Off-campus,25.0,64.0,7.7,2.8,0.0,6.3,1.0,7.0,4.0,10.0,F1,10.0,2.94,101.7,2.81
male,group D,high school,standard,23.0,Germany,1.0,31002.0,Loan,1.0,No,On-campus,12.0,64.0,6.7,9.6,3.0,2.9,1.0,8.0,8.0,9.0,F1,7.0,2.15,95.3,2.17
female,group C,some college,standard,26.0,India,0.0,33947.0,Self-funded,8.0,No,Off-campus,25.0,60.0,6.3,7.0,1.0,4.3,6.0,5.0,7.0,8.0,F1,9.0,3.41,80.1,2.5
female,group D,some college,free/reduced,29.0,China,1.0,99222.0,Loan,9.0,Yes,Off-campus,24.0,78.0,4.8,7.7,3.0,7.6,4.0,2.0,2.0,7.0,F1,9.0,2.79,109.3,2.76
female,group B,some high school,standard,22.0,Brazil,2.0,114840.0,Loan,27.0,Yes,With relatives,12.0,69.0,7.2,4.4,3.0,8.0,3.0,8.0,5.0,5.0,F1,10.0,2.55,110.1,2.18
male,group E,some college,standard,18.0,Nigeria,4.0,136219.0,Family,10.0,Yes,With relatives,35.0,71.0,8.9,5.3,4.0,12.1,5.0,1.0,10.0,9.0,F1,10.0,2.01,109.9,2.67
female,group D,master's degree,standard,21.0,South Korea,3.0,98610.0,Self-funded,13.0,No,Off-campus,33.0,79.0,8.1,3.8,2.0,11.9,9.0,7.0,4.0,9.0,F1,5.0,3.44,93.8,2.78
female,group B,associate's degree,standard,22.0,Nigeria,1.0,72142.0,Loan,6.0,No,Off-campus,13.0,87.0,4.3,9.5,4.0,8.7,10.0,1.0,3.0,10.0,J1,7.0,3.67,100.9,2.68
male,group C,some college,free/reduced,29.0,China,2.0,76307.0,Self-funded,22.0,No,Off-campus,19.0,61.0,5.9,5.9,1.0,11.7,10.0,6.0,1.0,10.0,F1,3.0,2.79,94.4,2.39
female,group E,associate's degree,standard,27.0,Germany,3.0,24493.0,Family,14.0,No,On-campus,34.0,89.0,8.6,7.0,0.0,2.9,10.0,6.0,5.0,2.0,F1,6.0,3.13,80.6,2.49
female,group D,master's degree,free/reduced,27.0,Nigeria,3.0,144023.0,Loan,21.0,No,On-campus,30.0,60.0,6.5,7.9,1.0,0.8,3.0,5.0,10.0,4.0,J1,8.0,2.46,102.5,2.23
female,group B,some high school,standard,22.0,Other,1.0,70085.0,Family,18.0,Yes,On-campus,14.0,82.0,7.3,5.0,4.0,13.1,5.0,2.0,8.0,8.0,F1,8.0,3.24,85.0,2.59
male,group A,high school,standard,24.0,India,0.0,54228.0,Self-funded,21.0,Yes,Off-campus,33.0,70.0,8.6,7.8,4.0,1.1,10.0,2.0,9.0,1.0,J1,2.0,2.02,83.2,2.1
male,group B,bachelor's degree,free/reduced,21.0,China,1.0,99676.0,Self-funded,14.0,No,Off-campus,20.0,60.0,8.4,7.4,4.0,3.7,5.0,9.0,7.0,5.0,F1,6.0,2.98,110.2,2.19
male,group C,master's degree,standard,18.0,Germany,2.0,71875.0,Family,29.0,No,On-campus,24.0,78.0,6.5,7.6,4.0,10.4,9.0,5.0,1.0,8.0,F1,7.0,3.29,80.4,2.69
female,group C,bachelor's degree,standard,22.0,Other,3.0,51655.0,Scholarship,27.0,No,On-campus,26.0,92.0,6.2,5.9,3.0,6.1,10.0,5.0,1.0,2.0,F1,7.0,3.84,118.4,2.63
male,group D,some college,standard,24.0,South Korea,1.0,63472.0,Loan,23.0,No,Off-campus,11.0,71.0,5.7,5.1,0.0,13.1,4.0,7.0,1.0,2.0,F1,3.0,2.76,100.6,2.2
male,group A,some high school,standard,27.0,Germany,0.0,69437.0,Self-funded,7.0,Yes,With relatives,27.0,60.0,7.6,3.8,3.0,4.5,1.0,6.0,2.0,8.0,J1,9.0,3.53,119.3,2.97
male,group D,some high school,free/reduced,27.0,UK,1.0,69416.0,Self-funded,10.0,No,On-campus,33.0,60.0,5.4,8.6,4.0,0.2,10.0,2.0,1.0,10.0,F1,2.0,3.2,82.3,2.82
female,group B,some high school,standard,23.0,Other,4.0,79711.0,Loan,28.0,No,Off-campus,20.0,61.0,5.2,6.9,2.0,4.5,5.0,1.0,4.0,9.0,F1,3.0,3.85,103.3,2.83
female,group B,master's degree,free/reduced,22.0,Other,0.0,26816.0,Family,8.0,No,Off-campus,32.0,97.0,5.8,5.6,3.0,8.7,1.0,5.0,10.0,7.0,F1,2.0,2.8,94.0,2.72
female,group C,some high school,standard,21.0,India,2.0,97175.0,Family,14.0,No,With relatives,35.0,87.0,4.9,9.6,4.0,5.6,6.0,4.0,9.0,8.0,J1,9.0,2.64,113.7,2.55
female,group D,some college,standard,19.0,China,3.0,84307.0,Family,0.0,Yes,Off-campus,18.0,89.0,7.5,2.4,4.0,8.0,10.0,3.0,4.0,5.0,F1,4.0,3.77,94.4,2.61
female,group E,some college,standard,21.0,South Korea,1.0,132728.0,Scholarship,29.0,Yes,Off-campus,37.0,74.0,7.1,8.8,0.0,13.1,10.0,2.0,4.0,1.0,J1,2.0,2.1,90.4,2.33
